source	target	relation	type	attributes
INST::449347::226::226::1::Войдите	INST::449347::226::226::6::заполнить	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""head_idx\"": 1, \""dep_idx\"": 6}""]}"
INST::449347::226::226::1::Войдите	INST::449347::226::226::9::сохраните	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""head_idx\"": 1, \""dep_idx\"": 9}""]}"
INST::449347::226::226::2::карточку	LEM::карточка::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::226::226::2::карточку	INST::449347::226::226::3::ребенка	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""head_idx\"": 2, \""dep_idx\"": 3}""]}"
INST::449347::226::226::2::карточку	INST::449347::226::226::3::ребенка	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""i\"": 2}""]}"
INST::449347::226::226::3::ребенка	LEM::ребёнок::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::226::226::3::ребенка	INST::449347::226::226::4::создайте	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""i\"": 3}""]}"
INST::449347::226::226::4::создайте	LEM::создайте::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::226::226::4::создайте	INST::449347::226::226::5::новую	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""head_idx\"": 4, \""dep_idx\"": 5}""]}"
INST::449347::226::226::4::создайте	INST::449347::226::226::5::новую	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""i\"": 4}""]}"
INST::449347::226::226::5::новую	LEM::новый::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::226::226::5::новую	INST::449347::226::226::6::заполнить	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""i\"": 5}""]}"
INST::449347::226::226::6::заполнить	LEM::заполнить::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::226::226::6::заполнить	INST::449347::226::226::7::поле	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""head_idx\"": 6, \""dep_idx\"": 7}""]}"
INST::449347::226::226::6::заполнить	INST::449347::226::226::7::поле	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""i\"": 6}""]}"
INST::449347::226::226::7::поле	LEM::поле::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::226::226::7::поле	INST::449347::226::226::8::Родство	appos	dep	"{""type"": ""dep"", ""label"": ""appos"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""head_idx\"": 7, \""dep_idx\"": 8}""]}"
INST::449347::226::226::7::поле	INST::449347::226::226::8::Родство	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""i\"": 7}""]}"
INST::449347::226::226::8::Родство	LEM::родство::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::226::226::8::Родство	INST::449347::226::226::9::сохраните	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""i\"": 8}""]}"
INST::449347::226::226::9::сохраните	LEM::сохранить::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::226::226::9::сохраните	INST::449347::226::226::10::изменения	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""head_idx\"": 9, \""dep_idx\"": 10}""]}"
INST::449347::226::226::9::сохраните	INST::449347::226::226::10::изменения	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 226, \""sent_id\"": \""226\"", \""i\"": 9}""]}"
INST::449347::226::226::10::изменения	LEM::изменение::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::227::227::1::Проверка	LEM::проверка::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::227::227::1::Проверка	INST::449347::227::227::2::родства	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 227, \""sent_id\"": \""227\"", \""head_idx\"": 1, \""dep_idx\"": 2}""]}"
INST::449347::227::227::1::Проверка	INST::449347::227::227::2::родства	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 227, \""sent_id\"": \""227\"", \""i\"": 1}""]}"
INST::449347::227::227::2::родства	LEM::родство::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::227::227::2::родства	INST::449347::227::227::3::занимает	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 227, \""sent_id\"": \""227\"", \""i\"": 2}""]}"
INST::449347::227::227::3::занимает	LEM::занимать::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::227::227::3::занимает	INST::449347::227::227::1::Проверка	nsubj	dep	"{""type"": ""dep"", ""label"": ""nsubj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 227, \""sent_id\"": \""227\"", \""head_idx\"": 3, \""dep_idx\"": 1}""]}"
INST::449347::227::227::3::занимает	INST::449347::227::227::3::занимает	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 227, \""sent_id\"": \""227\"", \""head_idx\"": 3, \""dep_idx\"": 3}""]}"
INST::449347::227::227::3::занимает	INST::449347::227::227::6::дней	obl	dep	"{""type"": ""dep"", ""label"": ""obl"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 227, \""sent_id\"": \""227\"", \""head_idx\"": 3, \""dep_idx\"": 6}""]}"
INST::449347::227::227::3::занимает	INST::449347::227::227::4::7	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 227, \""sent_id\"": \""227\"", \""i\"": 3}""]}"
INST::449347::227::227::4::7	LEM::7::NUM	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::227::227::4::7	INST::449347::227::227::5::календарных	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 227, \""sent_id\"": \""227\"", \""i\"": 4}""]}"
INST::449347::227::227::5::календарных	LEM::календарный::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::227::227::5::календарных	INST::449347::227::227::4::7	nummod	dep	"{""type"": ""dep"", ""label"": ""nummod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 227, \""sent_id\"": \""227\"", \""head_idx\"": 5, \""dep_idx\"": 4}""]}"
INST::449347::227::227::5::календарных	INST::449347::227::227::6::дней	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 227, \""sent_id\"": \""227\"", \""i\"": 5}""]}"
INST::449347::227::227::6::дней	LEM::день::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::227::227::6::дней	INST::449347::227::227::5::календарных	amod	dep	"{""type"": ""dep"", ""label"": ""amod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 227, \""sent_id\"": \""227\"", \""head_idx\"": 6, \""dep_idx\"": 5}""]}"
INST::449347::228::228::1::проверки	LEM::проверка::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::228::228::1::проверки	INST::449347::228::228::2::имени	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 228, \""sent_id\"": \""228\"", \""i\"": 1}""]}"
INST::449347::228::228::2::имени	LEM::имя::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::228::228::2::имени	INST::449347::228::228::3::ребенка	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 228, \""sent_id\"": \""228\"", \""head_idx\"": 2, \""dep_idx\"": 3}""]}"
INST::449347::228::228::2::имени	INST::449347::228::228::3::ребенка	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 228, \""sent_id\"": \""228\"", \""i\"": 2}""]}"
INST::449347::228::228::3::ребенка	LEM::ребёнок::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::228::228::3::ребенка	INST::449347::228::228::4::появится	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 228, \""sent_id\"": \""228\"", \""i\"": 3}""]}"
INST::449347::228::228::4::появится	LEM::появиться::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::228::228::4::появится	INST::449347::228::228::1::проверки	obl	dep	"{""type"": ""dep"", ""label"": ""obl"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 228, \""sent_id\"": \""228\"", \""head_idx\"": 4, \""dep_idx\"": 1}""]}"
INST::449347::228::228::4::появится	INST::449347::228::228::2::имени	obl	dep	"{""type"": ""dep"", ""label"": ""obl"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 228, \""sent_id\"": \""228\"", \""head_idx\"": 4, \""dep_idx\"": 2}""]}"
INST::449347::228::228::4::появится	INST::449347::228::228::4::появится	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 228, \""sent_id\"": \""228\"", \""head_idx\"": 4, \""dep_idx\"": 4}""]}"
INST::449347::228::228::4::появится	INST::449347::228::228::6::галочка	nsubj	dep	"{""type"": ""dep"", ""label"": ""nsubj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 228, \""sent_id\"": \""228\"", \""head_idx\"": 4, \""dep_idx\"": 6}""]}"
INST::449347::228::228::4::появится	INST::449347::228::228::5::синяя	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 228, \""sent_id\"": \""228\"", \""i\"": 4}""]}"
INST::449347::228::228::5::синяя	LEM::синий::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::228::228::5::синяя	INST::449347::228::228::6::галочка	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 228, \""sent_id\"": \""228\"", \""i\"": 5}""]}"
INST::449347::228::228::6::галочка	LEM::галочка::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::228::228::6::галочка	INST::449347::228::228::5::синяя	amod	dep	"{""type"": ""dep"", ""label"": ""amod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 228, \""sent_id\"": \""228\"", \""head_idx\"": 6, \""dep_idx\"": 5}""]}"
INST::449347::229::229::1::Подтвердить	LEM::подтвердить::VERB	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::229::229::1::Подтвердить	INST::449347::229::229::2::родство	obj	dep	"{""type"": ""dep"", ""label"": ""obj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""head_idx\"": 1, \""dep_idx\"": 2}""]}"
INST::449347::229::229::1::Подтвердить	INST::449347::229::229::2::родство	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""i\"": 1}""]}"
INST::449347::229::229::1::Подтвердить	INST::449347::229::229::5::кабинете	obl	dep	"{""type"": ""dep"", ""label"": ""obl"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""head_idx\"": 1, \""dep_idx\"": 5}""]}"
INST::449347::229::229::2::родство	LEM::родство::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::229::229::2::родство	INST::449347::229::229::3::ребенком	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""head_idx\"": 2, \""dep_idx\"": 3}""]}"
INST::449347::229::229::2::родство	INST::449347::229::229::3::ребенком	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""i\"": 2}""]}"
INST::449347::229::229::3::ребенком	LEM::ребёнок::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::229::229::3::ребенком	INST::449347::229::229::4::личном	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""i\"": 3}""]}"
INST::449347::229::229::4::личном	LEM::личный::ADJ	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::229::229::4::личном	INST::449347::229::229::5::кабинете	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""i\"": 4}""]}"
INST::449347::229::229::5::кабинете	LEM::кабинет::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::229::229::5::кабинете	INST::449347::229::229::4::личном	amod	dep	"{""type"": ""dep"", ""label"": ""amod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""head_idx\"": 5, \""dep_idx\"": 4}""]}"
INST::449347::229::229::5::кабинете	INST::449347::229::229::6::mos.ru	nmod	dep	"{""type"": ""dep"", ""label"": ""nmod"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""head_idx\"": 5, \""dep_idx\"": 6}""]}"
INST::449347::229::229::5::кабинете	INST::449347::229::229::6::mos.ru	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""i\"": 5}""]}"
INST::449347::229::229::6::mos.ru	LEM::mos.ru::PROPN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::229::229::6::mos.ru	INST::449347::229::229::7::можно	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""i\"": 6}""]}"
INST::449347::229::229::7::можно	LEM::можно::ADV	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::229::229::7::можно	INST::449347::229::229::1::Подтвердить	csubj	dep	"{""type"": ""dep"", ""label"": ""csubj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""head_idx\"": 7, \""dep_idx\"": 1}""]}"
INST::449347::229::229::7::можно	INST::449347::229::229::7::можно	ROOT	dep	"{""type"": ""dep"", ""label"": ""ROOT"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""head_idx\"": 7, \""dep_idx\"": 7}""]}"
INST::449347::229::229::7::можно	INST::449347::229::229::8::разделе	obl	dep	"{""type"": ""dep"", ""label"": ""obl"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""head_idx\"": 7, \""dep_idx\"": 8}""]}"
INST::449347::229::229::7::можно	INST::449347::229::229::8::разделе	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""i\"": 7}""]}"
INST::449347::229::229::8::разделе	LEM::раздел::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::229::229::8::разделе	INST::449347::229::229::9::Семья	appos	dep	"{""type"": ""dep"", ""label"": ""appos"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""head_idx\"": 8, \""dep_idx\"": 9}""]}"
INST::449347::229::229::8::разделе	INST::449347::229::229::9::Семья	adj	adj	"{""type"": ""adj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""i\"": 8}""]}"
INST::449347::229::229::9::Семья	LEM::семья::NOUN	instance_of	instance_of	"{""type"": ""instance_of""}"
INST::449347::229::229::9::Семья	INST::449347::229::229::10::дети	conj	dep	"{""type"": ""dep"", ""label"": ""conj"", ""occurrences"": [""{\""article_id\"": \""449347\"", \""row_idx\"": 229, \""sent_id\"": \""229\"", \""head_idx\"": 9, \""dep_idx\"": 10}""]}"
